date,adjusted_close,volume,Chaikin A/D,ADX,ATR,CCI,EMA,MACD,MACD_Hist,MACD_Signal,OBV,ROC,RSI,SAR,SlowD,SlowK,MFI,ADOSC,WILLR,ULTOSC,BOP,symbol
2/2/2015,168.4856353,163106969,25426872651,19.9664,2.564,-63.3266,169.1383,-0.4924,-0.1907,-0.3017,14904092109,0.1438,47.9233,170.5923,32.9397,34.5723,40.671,37290928.17,-51.6667,50.8435,0.4484,SPY
2/3/2015,170.9221352,124212881,25550005420,19.4378,2.5555,76.6399,169.3082,-0.2855,0.013,-0.2985,15028304990,1.3758,53.7401,165.0979,35.8228,47.7006,48.1057,84823289.13,-16.9048,57.3854,0.8,SPY
2/4/2015,170.2712893,134306728,25494702650,18.7114,2.4844,73.7922,169.3999,-0.172,0.1012,-0.2732,14893998262,0.4826,52.0671,165.0979,50.2285,68.4127,55.7572,78960801.77,-26.1905,54.0801,0.0749,SPY
2/5/2015,171.9901899,97953181,25569608024,17.6317,2.4405,110.906,169.6466,0.056,0.2634,-0.2073,14991951443,0.0097,55.966,165.3489,67.0124,84.924,62.6701,93217784.77,-2.1327,60.6709,0.8235,SPY
2/6/2015,171.5145718,125672026,25512188908,16.5153,2.4044,99.7223,169.8245,0.1961,0.3227,-0.1266,14866279417,0.283,54.6416,165.7564,79.2967,84.5533,61.1061,72306124.33,-18.0171,63.9187,-0.4353,SPY
2/9/2015,170.7469074,87219016,25481952983,15.5283,2.3221,50.8928,169.9124,0.2423,0.2952,-0.0528,14779060401,-0.3991,52.4828,166.3299,84.4952,84.0084,55.6541,47557548.35,-27.8252,58.9746,-0.0933,SPY
2/10/2015,172.5659382,96164183,25553682005,14.8576,2.3046,91.7697,170.1651,0.4209,0.379,0.0419,14875224584,2.0075,56.8347,166.8574,83.9176,83.1912,55.0674,55932587.97,-4.5842,66.5058,0.3811,SPY
2/11/2015,172.6660683,91087785,25586293681,14.3705,2.2366,101.4156,170.4033,0.564,0.4177,0.1463,14966312369,3.3926,57.0678,167.3428,84.863,87.3894,52.9972,64650402.22,-5.4223,61.63,0.1975,SPY
2/12/2015,174.3265597,97545949,25677079019,14.5247,2.1996,137.6777,170.7769,0.8022,0.5247,0.2775,15063858318,3.4309,60.8439,167.9185,89.0118,96.4548,52.5041,91225715.61,-0.6289,61.4483,0.5099,SPY
2/13/2015,175.0441589,93670430,25760341624,14.9781,2.1068,144.8003,171.1833,1.0369,0.6075,0.4294,15157528748,5.1792,62.3837,168.6945,93.8868,97.816,57.7897,120296834.7,-0.5008,65.8857,0.6574,SPY
2/17/2015,175.3195168,76968199,25810812574,15.5724,2.0291,129.1978,171.5773,1.2309,0.6412,0.5897,15234496947,4.0561,62.9853,169.5905,97.7775,99.0616,64.1804,137312428.1,-1.6854,65.8956,0.582,SPY
2/18/2015,175.3362052,80652941,25874968323,16.1243,1.9366,113.7599,171.9353,1.3702,0.6244,0.7458,15315149888,2.5825,63.0238,170.5352,98.5469,98.763,72.4801,152203597.3,-1.5249,74.3996,0.5341,SPY
2/19/2015,175.2110425,91462491,25898221498,16.7167,1.8686,100.7316,172.2472,1.4538,0.5664,0.8874,15223687397,2.9011,62.4976,171.3287,98.5289,97.7622,76.0359,151857486.3,-3.5032,76.0789,0.4831,SPY
2/20/2015,176.2624089,140896392,26029363525,17.6274,1.8901,100.2565,172.6296,1.5865,0.5593,1.0272,15364583789,2.484,65.1316,172.0936,98.2088,98.1013,88.0427,179637677.9,-0.6682,80.2713,0.6769,SPY
2/23/2015,176.2373763,74411054,26103774579,18.473,1.8004,101.0466,172.9732,1.6705,0.5146,1.1559,15290172735,2.7536,65.0145,172.9424,98.0058,98.154,87.3478,198347848.1,-1.3667,81.9098,0.3699,SPY
2/24/2015,176.738027,72472263,26149280418,19.5943,1.7487,104.5128,173.3318,1.7571,0.481,1.2761,15362644998,3.5088,66.3186,173.6214,98.2134,98.3849,86.8997,202449516.9,-2.8103,79.9387,0.5349,SPY
2/25/2015,176.5878318,73061687,26134954597,20.7108,1.6845,98.3931,173.6419,1.793,0.4135,1.3795,15289583311,2.3306,65.5294,174.2848,97.5454,96.0974,86.3207,181164755,-7.5309,76.9371,-0.0294,SPY
2/26/2015,176.3792274,72697868,26162387755,21.273,1.6274,76.0937,173.9026,1.7841,0.3237,1.4604,15216885443,2.1505,64.3835,174.8472,95.832,93.0138,80.3033,164716561.2,-10.6173,75.7979,-0.1321,SPY
2/27/2015,175.7784466,108075972,26067545575,21.7526,1.5696,60.8986,174.0812,1.7088,0.1987,1.5101,15108809471,0.8329,61.0711,175.2971,92.1866,87.4486,71.4056,112836464.7,-19.5062,70.8393,-0.6122,SPY
3/2/2015,176.8882222,87491428,26145896108,22.4324,1.5409,86.6225,174.3486,1.7189,0.167,1.5519,15196300899,1.0535,64.6854,175.6571,89.773,88.8566,78.2502,106284643.4,-3.3069,74.951,0.903,SPY
3/3/2015,176.1622787,110325809,26152056432,22.4876,1.5482,51.7722,174.5213,1.6493,0.078,1.5714,15085975090,0.4807,60.7145,177.0968,87.6255,86.5714,69.8145,95902215.7,-17.4727,66.9906,-0.1777,SPY
3/4/2015,175.4196469,114497192,26224918282,21.6995,1.5604,-46.0453,174.6069,1.5167,-0.0437,1.5604,14971477898,0.0476,56.8684,177.0608,85.2627,80.36,61.566,106119791.4,-38.1404,64.0326,-0.1189,SPY
3/5/2015,175.6115689,76873000,26246766871,21.1591,1.5056,-26.6374,174.7025,1.4109,-0.1196,1.5305,15048350898,0.2286,57.6157,176.9561,77.1632,64.5583,60.9718,107604278.9,-50.7121,61.9004,-0.1684,SPY
3/6/2015,173.1416864,188127982,26103431266,20.467,1.5983,-198.2424,174.5539,1.1149,-0.3325,1.4474,14860222916,-1.7705,46.4602,176.8556,61.5205,39.6432,50.0064,52822578.53,-92.2179,51.76,-0.881,SPY
3/9/2015,173.8592857,89818893,26130956410,19.8243,1.561,-171.9827,174.4877,0.9275,-0.4159,1.3434,14950041809,-1.3494,49.5185,176.6127,43.7987,27.1946,44.0038,34367830.9,-75.4864,51.9545,0.5,SPY
3/10/2015,171.0389537,157121263,25982192661,20.4837,1.654,-244.7634,174.1593,0.5451,-0.6386,1.1838,14792920546,-3.2246,39.8775,176.3844,25.9437,10.9932,36.2537,-23640106.99,-99.316,44.8426,-0.9202,SPY
3/11/2015,170.6384331,110145718,25892073438,21.3061,1.6014,-191.3994,173.824,0.2074,-0.7811,0.9885,14682774828,-3.3691,38.7244,175.9535,15.6707,8.8244,35.8593,-73895824.89,-98.7245,39.1507,-0.7182,SPY
3/12/2015,172.8079193,93993523,25978471524,20.9004,1.6467,-99.9194,173.7272,0.1135,-0.7,0.8135,14776768351,-2.0248,47.5681,175.4136,10.6501,12.1328,33.6613,-60246879.6,-65.5612,45.0859,0.9293,SPY
3/13/2015,171.7482088,162410893,25937262790,20.0589,1.7288,-92.4751,173.5387,-0.0459,-0.6875,0.6416,14614357458,-2.2928,44.2115,174.9277,12.9806,17.9847,26.813,-62298101.04,-81.7602,42.1614,-0.2806,SPY
3/16/2015,174.0428576,136099192,26062781833,18.8265,1.7757,-36.4995,173.5867,0.0127,-0.5031,0.5158,14750456650,-1.6086,52.0943,174.4905,21.8164,35.3316,29.6864,-17535896.09,-46.6837,47.7312,0.6608,SPY
3/17/2015,173.5255186,94510422,26096910597,17.6822,1.7443,-27.4079,173.5809,0.0173,-0.3988,0.4161,14655946228,-1.4968,50.3664,174.1346,30.8867,39.3438,30.5653,13229239.42,-53.5248,52.9576,0.1875,SPY
3/18/2015,175.611563,228808524,26246005183,17.695,1.8968,36.6612,173.7743,0.1871,-0.1832,0.3703,14884754752,0.1094,56.6153,170.555,44.77,59.6346,40.9316,72051505.19,-20.8877,57.758,0.6602,SPY
3/19/2015,174.810522,117917302,26205061676,17.707,1.8472,51.0215,173.873,0.2541,-0.093,0.3471,14766837450,-0.4561,53.8135,170.6696,54.3447,64.0557,47.4322,76537542.83,-33.4204,63.148,-0.3194,SPY
3/20/2015,176.3465265,177715081,26241069306,18.3531,1.8615,115.5586,174.1086,0.4262,0.0633,0.3629,14944552531,1.851,58.0958,170.782,67.4991,78.8071,50.0152,82871755.04,-9.2705,65.7709,0.4575,SPY
3/23/2015,176.0029018,71784536,26169284770,18.99,1.7949,116.3491,174.289,0.5288,0.1327,0.3961,14872767995,1.233,56.8265,171.025,74.5902,80.9079,55.0874,55088693.58,-14.5856,60.0867,-0.3784,SPY
3/24/2015,175.0139331,77805321,26098978757,18.7076,1.7661,72.6223,174.358,0.5242,0.1025,0.4217,14794962674,2.324,53.2222,171.3795,80.5775,82.0176,56.2261,16344737.62,-30.091,58.6523,-0.6205,SPY
3/25/2015,172.4493194,159521708,25943839514,17.9349,1.8579,-14.5722,174.1762,0.3101,-0.0893,0.3994,14635440966,1.0612,45.2134,171.7127,74.8666,61.6744,49.6039,-50353434.34,-70.3,45.2747,-0.9093,SPY
3/26/2015,172.038646,153067241,25947241008,17.8833,1.8599,-74.0798,173.9727,0.1061,-0.2347,0.3407,14482373725,-0.4452,44.0699,176.9332,61.5496,40.9568,50.5992,-71979171.59,-76.7387,45.822,0.1378,SPY
3/27/2015,172.4325572,118938966,26018604388,17.8354,1.7899,-55.9761,173.826,-0.0236,-0.2915,0.2679,14601312691,0.3985,45.4939,176.816,43.3658,27.4662,56.1842,-51575973.17,-70.5628,39.8304,0.581,SPY
3/30/2015,174.536211,96180400,26072814890,16.7063,1.8338,27.8969,173.8936,0.0429,-0.18,0.2229,14697493091,0.2835,52.4561,176.7012,35.5985,38.3725,63.3819,-21291689.35,-37.5809,48.3769,0.7697,SPY
3/31/2015,173.0108525,126768703,25956245967,15.6476,1.816,-21.8183,173.8095,-0.0272,-0.2,0.1729,14570724388,-0.2966,47.6985,176.5887,36.2659,42.959,62.7459,-44057167.67,-62.9791,41.6809,-0.477,SPY
4/1/2015,172.3990329,137303584,25989141618,15.4561,1.8012,-84.6189,173.6752,-0.1306,-0.2427,0.1122,14433420804,-1.8293,45.9003,176.4784,41.1813,42.2124,56.284,-38898322.99,-72.8028,44.0381,-0.3802,SPY
4/2/2015,173.0192336,86900906,26016641904,14.9966,1.7671,-58.256,173.6127,-0.1606,-0.2182,0.0576,14520321710,-1.0247,48.0388,176.3703,39.2136,32.4694,63.4708,-24501584.13,-66.8097,48.3916,0.519,SPY
4/6/2015,174.1842052,114368155,26087239531,13.9918,1.8349,-18.4167,173.6672,-0.0894,-0.1176,0.0282,14634689865,-1.2262,51.8861,176.2644,37.501,37.8211,63.026,6078288.773,-46.9242,58.8537,0.429,SPY
4/7/2015,173.7232452,81236337,26010278790,13.2024,1.7948,6.9183,173.6725,-0.0693,-0.078,0.0087,14553453528,-1.2952,50.2991,176.1606,38.0384,43.8245,62.7536,-6451843.211,-54.7926,55.2613,-0.3816,SPY
4/8/2015,174.3099215,89351939,26033397824,12.3874,1.7522,14.4123,173.7332,-0.006,-0.0118,0.0058,14642805467,-0.4023,52.2988,176.0589,44.2713,51.1683,59.5018,-3635219.087,-44.7783,53.2691,0.3007,SPY
4/9/2015,175.0809819,85548854,26094872628,11.9668,1.7462,44.7196,173.8616,0.1051,0.0795,0.0256,14728354321,1.526,54.8689,175.9592,50.4212,56.2709,58.6616,17407675.81,-31.6166,53.3039,0.5628,SPY
4/10/2015,176.0364262,72722915,26161159887,12.0137,1.6927,115.7154,174.0687,0.2673,0.1933,0.074,14801077236,2.3238,57.8962,171.0748,58.9572,69.4325,55.6616,45525017.36,-15.3076,59.6885,0.7434,SPY
4/13/2015,175.2402226,74436594,26092306038,12.3081,1.6676,117.9446,174.1803,0.3277,0.203,0.1247,14726640642,1.6283,54.6089,171.1749,67.3922,76.4733,50.6253,30980885.23,-23.6559,55.15,-0.4875,SPY
4/14/2015,175.5754662,75099866,26146881717,12.0061,1.6449,93.3493,174.3131,0.3981,0.2187,0.1794,14801740508,0.5954,55.7482,171.3891,75.6936,81.175,50.7221,39579557.66,-17.5115,58.1376,0.3975,SPY
4/15/2015,176.3632887,99529320,26135011247,12.3594,1.6202,138.9871,174.5084,0.5115,0.2657,0.2458,14901269828,1.9377,58.3912,171.5948,80.3292,83.3392,59.9688,35722087.25,-8.815,57.0892,0.3486,SPY
4/16/2015,176.3130022,68934864,26133273394,12.5842,1.5757,116.1919,174.6803,0.5906,0.2758,0.3148,14832334964,2.2703,58.1525,171.9116,84.1062,87.8044,63.6466,30343615.24,-10.2603,61.4263,0.2857,SPY
4/17/2015,174.2847783,191113230,26104003800,12.1263,1.6643,-9.4123,174.6426,0.484,0.1354,0.3486,14641221734,0.7314,49.382,172.2094,83.0039,77.8682,51.9008,16071768.2,-47.3201,54.3579,-0.4459,SPY
4/20/2015,175.8771855,92189481,26139021510,11.3428,1.6831,70.1537,174.7602,0.522,0.1387,0.3833,14733411215,0.9719,55.1068,172.4893,80.1349,74.732,51.79,19914214.06,-18.2236,54.7306,0.6124,SPY
4/21/2015,175.6676582,72559831,26098710492,10.9159,1.6598,70.2757,174.8466,0.5291,0.1166,0.4124,14660851384,1.1193,54.2376,172.7524,74.4672,70.8014,59.2799,6849507.885,-22.0521,50.8256,-0.6605,SPY
4/22/2015,176.5309105,78264616,26159315400,10.3319,1.658,73.7666,175.007,0.5975,0.148,0.4494,14739116000,1.2742,57.2308,172.9997,76.588,84.2306,68.0319,20165552.57,-7.0326,57.6264,0.3179,SPY
4/23/2015,176.9751083,102585942,26178982135,10.3399,1.6551,119.8532,175.1945,0.6797,0.1842,0.4955,14841701942,1.0819,58.7267,173.2322,80.4913,86.4418,68.4705,30037390.84,-11.5899,55.9459,0.5233,SPY
4/24/2015,177.3857818,61327387,26194670537,10.3624,1.5884,144.9437,175.4032,0.7691,0.2189,0.5502,14903029329,0.7665,60.1157,173.5839,87.4381,91.642,67.1743,36336962.3,-6.4516,54.75,-0.0116,SPY
4/27/2015,176.6482458,79358126,26134129286,10.0217,1.5911,110.7991,175.5217,0.7716,0.1771,0.5945,14823671203,0.8035,56.442,173.9909,87.2165,83.5657,60.7259,16347574.26,-31.2614,51.3545,-0.8041,SPY
4/28/2015,177.2097789,86863531,26216189304,9.6204,1.6073,62.8833,175.6825,0.8095,0.172,0.6375,14910534734,0.9308,58.5204,174.4818,85.433,81.0914,53.6529,32793959.87,-19.0128,59.9954,0.3226,SPY
4/29/2015,176.480624,125684903,26223020005,9.2477,1.6027,36.036,175.7585,0.7719,0.1075,0.6644,14784849831,0.0665,54.8599,174.9138,78.7533,71.6027,45.301,38714162.58,-34.9177,56.3549,-0.4728,SPY
4/30/2015,174.7122139,161304890,26160979662,9.9415,1.6648,-110.5987,175.6589,0.5925,-0.0575,0.65,14623544941,-0.9079,47.156,178.0814,70.0733,57.5259,37.0885,17876485.45,-73.4918,53.4597,-0.5201,SPY
5/1/2015,176.6063403,103399711,26257439796,10.3001,1.6842,10.5159,175.7491,0.5963,-0.043,0.6393,14726944652,1.3321,54.5225,177.9999,60.7556,53.1383,43.7199,38418706.65,-32.1755,57.1386,0.8859,SPY
5/4/2015,177.1092058,70927235,26220434282,9.8343,1.6417,108.731,175.8786,0.6326,-0.0053,0.6379,14797871887,0.7005,56.2656,177.9201,56.1243,57.7087,48.9477,31555251.2,-21.2066,55.8902,0.0978,SPY
5/5/2015,175.0809819,113326156,26121222006,10.5407,1.6879,-49.6612,175.8027,0.492,-0.1167,0.6087,14684545731,-0.334,48.2352,177.8419,57.079,60.39,41.3952,-5688727.518,-65.4479,49.2737,-0.7802,SPY
5/6/2015,174.3602081,135060151,26095232513,11.9373,1.7571,-139.6066,175.6653,0.3188,-0.232,0.5507,14549485580,-1.2296,45.737,177.7652,54.4466,45.241,39.5717,-28677127.65,-77.6224,50.5253,-0.4795,SPY
5/7/2015,175.0558386,88244940,26135085067,13.2342,1.7429,-122.0472,175.6072,0.2349,-0.2527,0.4876,14637730520,-1.0845,48.5088,177.5861,45.6346,31.2726,48.9012,-22794103.61,-63.1119,49.5418,0.5108,SPY
5/8/2015,177.3606385,155877260,26221683544,12.964,1.7974,86.6988,175.7742,0.3504,-0.1097,0.4601,14793607780,-0.0142,56.4469,173.2874,41.5302,48.0769,51.2102,9238840.397,-15.035,54.171,0.6852,SPY
5/11/2015,176.5141483,75708065,26155922524,12.8269,1.751,48.9086,175.8447,0.3694,-0.0726,0.442,14717899715,-0.0759,53.2028,173.3729,47.4677,63.0536,46.0452,579371.1004,-32.6923,54.4641,-0.7007,SPY
5/12/2015,175.9861396,119727592,26198214360,13.4726,1.7463,-40.7456,175.8582,0.3379,-0.0833,0.4212,14598172123,-0.6905,51.2252,173.5415,60.2176,69.5221,39.4724,10440684.1,-43.7063,51.3712,0.1841,SPY
5/13/2015,176.019664,94667943,26139366720,13.7319,1.7102,4.6233,175.8736,0.312,-0.0873,0.3993,14692840066,-0.2612,51.3489,173.7033,64.258,60.1981,39.1321,-5198544.668,-43.007,49.0728,-0.3041,SPY
5/14/2015,177.8551228,95934006,26220332300,13.3639,1.7257,112.5634,176.0623,0.4346,0.0282,0.4064,14788774072,1.7989,57.6754,173.8586,66.4141,69.5221,40.5445,14637959.29,-4.7203,58.3111,0.6879,SPY
5/15/2015,178.0478879,76510099,26262157821,12.8652,1.6473,133.1543,176.2514,0.5411,0.1078,0.4333,14865284171,0.8162,58.2889,174.104,70.9475,83.1222,45.7517,34730289.41,-2.906,63.0438,0,SPY
5/18/2015,178.6010399,74549685,26300635077,11.9761,1.6039,140.6844,176.4752,0.6625,0.1833,0.4792,14939833856,0.8423,60.0772,174.4309,82.8654,95.9519,51.1685,52035343.48,-4.5181,62.4795,0.6935,SPY
5/19/2015,178.5423723,72114610,26284245393,11.1828,1.542,122.4282,176.672,0.7454,0.213,0.5324,14867719246,1.977,59.7844,174.873,91.3188,94.8821,58.1258,49169298.53,-7.9295,56.5545,-0.2386,SPY
5/20/2015,178.4166559,76857530,26253022022,10.5649,1.5085,105.5161,176.8382,0.7918,0.2075,0.5843,14790861716,2.3265,59.1196,175.3677,94.1371,91.5773,61.6536,33592180.23,-12.8205,58.8094,-0.2109,SPY
5/21/2015,178.9362835,64764585,26291671855,9.9912,1.475,98.9892,177.038,0.8606,0.221,0.6396,14855626301,2.2167,61.0477,175.9001,92.7377,91.7538,60.5568,36463562.31,-3.9886,58.972,0.6371,SPY
5/22/2015,178.5088479,57433495,26248824644,9.4584,1.4073,81.9907,177.1781,0.8706,0.1848,0.6858,14798192806,0.6474,58.5994,176.358,91.3256,90.6458,55.7005,20690145.96,-11.2536,60.8265,-0.0794,SPY
5/26/2015,176.5895782,124308584,26170386386,10.1607,1.4738,-8.348,177.122,0.7154,0.0237,0.6917,14673884222,0.0427,49.0809,179.171,87.5647,80.2944,55.1981,-12601165.12,-43.8746,47.8147,-0.6273,SPY
5/27/2015,178.2657963,93213981,26240086931,10.7626,1.5051,25.1327,177.231,0.7194,0.0221,0.6972,14767098203,1.2954,55.8291,179.1109,82.2711,75.8731,64.2754,-2897331.438,-17.2524,53.7241,0.6532,SPY
5/28/2015,178.0646501,74974560,26294755881,11.3215,1.4616,18.4462,177.3104,0.6982,0.0008,0.6974,14692123643,1.1618,54.8891,179.0521,75.7549,71.0972,63.9404,18730478.38,-25.5814,53.8431,0.1354,SPY
5/29/2015,176.9583461,124919611,26219493755,12.2662,1.4554,-38.5814,177.2768,0.5855,-0.0896,0.675,14567204032,-0.5042,49.9112,178.9945,71.8794,68.6678,52.8561,1928407.946,-51.1628,49.1821,-0.7702,SPY
6/1/2015,177.318733,93338750,26229261763,13.2463,1.4544,-39.6016,177.2808,0.5192,-0.1247,0.6439,14660542782,-0.4095,51.4557,178.938,66.6357,60.1421,59.5963,-2012473.361,-42.8295,52.0756,-0.2151,SPY
6/2/2015,177.1427301,91531012,26241656588,14.3401,1.4655,-78.0319,177.2677,0.4473,-0.1572,0.6046,14569011770,-0.8165,50.6345,178.8827,59.1707,48.7023,60.9322,502107.8546,-59.901,50.4691,0.1771,SPY
6/3/2015,177.6120712,87820909,26231170509,14.9076,1.441,-29.5467,177.3005,0.4233,-0.145,0.5683,14656832679,-0.5211,52.7977,178.8284,52.4275,48.4381,60.7347,-1851325.581,-51.9553,51.6837,-0.0597,SPY
6/4/2015,176.111856,151882820,26133994297,16.2532,1.468,-150.8604,177.1873,0.2801,-0.2306,0.5107,14504949859,-1.2918,45.8774,178.7753,43.2216,32.5243,50.5076,-33565495.25,-90.5707,49.9477,-0.4455,SPY
6/5/2015,175.8101367,121704676,26132472989,17.8426,1.4589,-171.5427,177.0561,0.1405,-0.2961,0.4366,14383245183,-1.7471,44.611,178.656,35.2022,24.6441,42.9567,-43972117.78,-83.5417,45.5856,-0.1125,SPY
6/8/2015,174.6786895,89063330,26047146582,19.5644,1.4403,-185.5482,176.8297,-0.0606,-0.3978,0.3372,14294181853,-2.1456,40.1365,178.4455,21.9944,8.8147,36.8688,-71381218.54,-99.4434,39.1891,-0.8531,SPY
6/9/2015,174.7038328,105034690,26055340778,21.4398,1.4218,-172.9282,176.6272,-0.2155,-0.4422,0.2266,14399216543,-1.0679,40.2799,178.1422,14.4301,9.8315,30.6655,-73497586.72,-87.5205,42.0069,0,SPY
6/10/2015,176.8074865,134551285,26132500519,21.1847,1.4975,-37.6564,176.6444,-0.1667,-0.3146,0.148,14533767828,-0.8181,50.8783,177.7346,13.6595,22.3322,38.9295,-43130948.03,-46.0396,48.9059,0.7536,SPY
6/11/2015,177.3857818,73876447,26133330592,20.4655,1.4582,38.4457,176.715,-0.0803,-0.1826,0.1023,14607644275,-0.3812,53.3303,174.0669,25.6248,44.7107,39.3006,-26523122.96,-32.3077,48.2353,0.191,SPY
6/12/2015,175.9442342,135382369,26035554436,20.5671,1.4719,-35.2547,176.6416,-0.1267,-0.1833,0.0565,14472261906,-0.5731,47.0284,174.1406,40.5695,54.6656,37.2844,-48428414.61,-57.656,44.6158,-0.3944,SPY
6/15/2015,175.2486037,124384184,26107487458,21.4405,1.4949,-119.3674,176.5089,-0.2172,-0.2189,0.0018,14347877722,-1.1675,44.3076,177.7545,48.3133,45.5635,37.319,-30099307.39,-73.3459,50.5761,0.2771,SPY
6/16/2015,176.2124291,85308227,26182328418,21.6177,1.4857,-48.7082,176.4807,-0.2087,-0.1683,-0.0403,14433185949,-0.5252,48.7333,177.6825,46.7879,40.1346,36.9442,3948297.11,-48.5944,53.9976,0.8098,SPY
6/17/2015,176.4973862,126708635,26214652050,21.1452,1.4969,2.7185,176.4823,-0.1769,-0.1093,-0.0676,14559894584,-0.6276,49.9984,177.6118,43.7096,45.4309,39.0295,27802718.29,-41.7671,57.8077,0,SPY
6/18/2015,178.2741774,165867949,26303400583,19.7048,1.5546,124.7505,176.6529,-0.0082,0.0475,-0.0557,14725762533,1.2278,57.1063,174.1507,50.5761,66.1627,48.5457,63271995.07,-11.1504,61.0628,0.5166,SPY
6/19/2015,177.5450812,130478689,26271603256,18.3674,1.5227,99.2243,176.7379,0.0658,0.0973,-0.0314,14595283844,0.9868,53.731,174.2437,61.7018,73.5117,41.646,61912822.7,-26.5474,56.564,-0.5462,SPY
6/22/2015,178.4546618,70696027,26238115664,17.6699,1.521,147.0195,176.9014,0.1957,0.1817,0.014,14665979871,2.1617,57.1349,174.3349,74.3867,83.4859,46.6365,45073216.39,-11.8446,56.6241,-0.0211,SPY
6/23/2015,178.5894144,68476797,26245199471,16.9791,1.4647,129.7437,177.0622,0.3059,0.2335,0.0724,14734456668,2.2241,57.6321,174.5233,80.3848,84.1569,41.6174,36340659.87,-9.1372,60.9691,-0.1034,SPY
6/24/2015,177.2924199,92307318,26157236026,15.8571,1.4624,64.9494,177.0841,0.2853,0.1704,0.115,14642149350,0.2743,51.4458,174.7041,82.9724,81.2743,43.2256,1476185.416,-35.1952,55.6142,-0.7118,SPY
6/25/2015,176.719721,97107361,26068002235,15.207,1.447,21.4175,177.0494,0.2203,0.0843,0.136,14545041989,-0.3755,48.9474,174.8777,78.3622,69.6554,43.9109,-41313322.73,-46.7014,47.8927,-0.8581,SPY
