date,adjusted_close,volume,Chaikin A/D,ADX,ATR,CCI,EMA,MACD,MACD_Hist,MACD_Signal,OBV,ROC,RSI,SAR,SlowD,SlowK,MFI,ADOSC,WILLR,ULTOSC,BOP,symbol
11/17/2015,173.9631112,121123744,26656626782,20.7128,1.9485,-79.0833,174.4598,0.915,-0.7602,1.6753,13440960323,-2.6209,50.4024,177.1565,16.0374,24.0254,34.5925,-46474205.92,-65.2954,45.2895,-0.2407,SPY
11/18/2015,176.7232209,121342544,26763791847,19.8791,2.0168,-0.6137,174.6753,0.9972,-0.5424,1.5397,13562302867,-0.7843,57.9782,171.1776,27.7583,46.6948,35.9143,-11781832.58,-30.9072,53.5189,0.9244,SPY
11/19/2015,176.5708222,88220465,26748223529,19.166,1.9241,25.7492,174.8559,1.0381,-0.4013,1.4393,13474082402,-0.7614,57.4563,171.2914,42.5725,56.9972,43.0204,-1471977.86,-32.8059,51.4991,-0.0471,SPY
11/20/2015,177.2142833,94011519,26721363095,18.9367,1.8816,57.8265,175.0805,1.1096,-0.2638,1.3734,13568093921,-0.3476,59.1291,171.5195,58.0638,70.4993,43.3179,-5666995.579,-24.789,52.5368,-0.1111,SPY
11/23/2015,177.0110851,64931172,26705352669,18.5374,1.8355,55.183,175.2643,1.1368,-0.1893,1.3261,13503162749,0.4758,58.3489,171.9023,66.5357,72.1107,37.5461,-11962184.22,-26.073,56.8993,-0.2123,SPY
11/24/2015,177.2481497,98874365,26765004146,17.5731,1.8508,49.0695,175.4533,1.164,-0.1296,1.2937,13602037114,0.3788,59.0281,172.2622,73.1606,76.8718,37.4968,5529997.848,-18.5227,64.4065,0.6116,SPY
11/25/2015,177.2227499,51980062,26757171534,16.6778,1.7627,72.408,175.6218,1.1701,-0.0989,1.269,13550057052,0.7606,58.9172,172.6005,76.6741,81.0398,41.9126,9690968.681,-12.285,58.8443,-0.2466,SPY
11/27/2015,177.4259482,37317779,26775433426,15.7611,1.6937,75.4394,175.7936,1.1777,-0.073,1.2507,13587374831,2.3042,59.5714,172.9185,81.7638,87.3798,47.0261,16322788.82,-7.0529,62.6676,0.1383,SPY
11/30/2015,176.6893545,112822700,26684666291,14.7328,1.6531,56.6803,175.8789,1.1115,-0.1114,1.2229,13474552131,3.0364,56.0851,173.2173,85.3234,87.5507,47.6569,-11328535.65,-18.0101,52.1325,-0.797,SPY
12/1/2015,178.3742067,97858418,26766501108,14.2982,1.6639,92.7276,176.1166,1.1814,-0.0332,1.2146,13572410549,2.4609,61.6182,173.4983,88.6787,91.1056,54.198,4427776.744,-1.6204,58.1879,0.7251,SPY
12/2/2015,176.553889,108441259,26681548931,13.3516,1.7125,51.56,176.1582,1.0774,-0.1097,1.1871,13463969290,1.4893,53.74,173.8979,87.5926,84.1217,52.5861,-16559222.59,-28.0045,51.2334,-0.7545,SPY
12/3/2015,174.0816435,166224154,26580303310,13.9802,1.8563,-56.8378,175.9605,0.7865,-0.3205,1.107,13297745136,-1.4948,45.2737,178.6451,81.6606,69.7547,50.9276,-55853945.15,-61.1111,46.1871,-0.7318,SPY
12/4/2015,177.4767477,192913879,26742244777,14.0837,1.9874,4.5774,176.1049,0.8205,-0.2293,1.0497,13490659015,0.5131,55.6151,178.6451,72.9852,65.0794,62.546,-15324597.06,-15.6463,53.4955,0.9197,SPY
12/7/2015,176.4014903,102027111,26732969585,14.1797,1.9984,-13.2431,176.1331,0.7519,-0.2382,0.9901,13388631904,-0.4586,52.2477,178.5393,65.0383,60.2809,62.2017,-302461.4465,-42.4,51.6696,-0.3478,SPY
12/8/2015,175.2161671,103372367,26725968269,14.8703,2.0111,-147.948,176.0458,0.5951,-0.316,0.9111,13285259537,-1.014,48.744,178.4356,61.4705,59.0512,54.6315,3642762.807,-64.8,50.6964,0.1833,SPY
12/9/2015,173.8530454,162401537,26647293747,16.0978,2.1396,-182.3309,175.837,0.3567,-0.4435,0.8003,13122858000,-1.9155,45.0061,178.3339,51.9784,36.6029,44.9966,-20107244.64,-82.9912,46.8444,-0.1889,SPY
12/10/2015,174.3017749,116128884,26605203365,17.2377,2.1253,-133.6878,175.6907,0.2017,-0.4789,0.6805,13238986884,-1.6482,46.4616,178.1154,40.439,25.663,45.9662,-41387619.58,-75.2199,43.3923,0.1965,SPY
12/11/2015,170.9236038,211125329,26453482121,19.3684,2.2371,-224.1668,175.2367,-0.1916,-0.6977,0.5061,13027861555,-3.6648,38.2536,177.9056,25.8317,15.2292,36.9812,-94605657.92,-96.1012,40.1625,-0.5589,SPY
12/14/2015,171.7871964,182385177,26618217120,21.6976,2.2648,-179.927,174.9082,-0.4286,-0.7478,0.3192,13210246732,-2.7745,41.1174,177.4679,19.7836,18.4586,34.5951,-55360477.88,-73.3032,47.8936,0.2677,SPY
12/15/2015,173.590581,154069569,26669573643,22.0818,2.299,-76.6131,174.7827,-0.4656,-0.6278,0.1622,13364316301,-2.6818,46.6789,176.8137,19.7369,25.5228,42.0745,-17932148.92,-54.0271,44.6409,0.1019,SPY
12/16/2015,176.1305593,197017008,26827077491,21.3837,2.3519,5.7639,174.9111,-0.2866,-0.3591,0.0725,13561333309,-0.2398,53.3606,169.2896,30.8596,48.5973,46.3938,49124496.16,-26.8778,49.9272,0.4624,SPY
12/17/2015,173.4466489,173092476,26655887130,20.6961,2.404,-22.2164,174.7716,-0.3572,-0.3437,-0.0135,13388240833,-0.3648,46.7012,169.4325,42.8766,54.5098,41.5605,17621236.49,-55.5656,44.2661,-0.9725,SPY
12/18/2015,170.3745875,251393535,26435309576,21.2089,2.4633,-137.7591,174.3528,-0.6535,-0.5121,-0.1415,13136847298,-4.0017,40.4746,169.7156,48.7195,43.0514,39.0799,-67052158.19,-88.4023,41.7665,-0.8871,SPY
12/21/2015,171.7800373,99094290,26511152692,21.6851,2.4005,-103.478,174.1078,-0.7661,-0.4997,-0.2664,13235941588,-2.6198,44.1437,169.9875,41.704,27.5508,39.0117,-71463722.97,-73.3797,44.3049,0.1453,SPY
12/22/2015,173.3388089,111026246,26588388342,21.2184,2.369,-36.347,174.0346,-0.7213,-0.3639,-0.3574,13346967834,-1.0715,47.974,170.2127,33.084,28.6496,43.9881,-42196772.57,-52.2692,52.3534,0.3391,SPY
12/23/2015,175.4853141,110987228,26691926762,19.8988,2.3561,51.6838,174.1727,-0.5067,-0.1194,-0.3873,13457955062,0.9389,52.7763,170.4342,35.1095,49.128,50.2792,6556183.97,-26.9671,54.1328,0.8926,SPY
12/24/2015,175.1957062,48542150,26671122984,18.5751,2.2432,66.3662,174.2702,-0.3559,0.0251,-0.381,13409412912,0.5129,52.0779,170.6773,47.2693,64.0304,46.6598,19285174.47,-28.6725,51.129,-0.044,SPY
12/28/2015,174.795366,65899939,26732030503,17.881,2.1888,39.5958,174.3202,-0.2656,0.0923,-0.3579,13343512973,2.2652,51.0717,170.9107,62.0362,72.9502,42.3111,42118956.34,-25.5099,47.904,0.2652,SPY
12/29/2015,176.6607812,92640672,26769928960,16.9249,2.1895,122.5605,174.5431,-0.0431,0.2519,-0.2949,13436153645,2.837,55.3962,171.1347,72.4941,80.5018,47.3046,59689652.76,-4.3123,58.5306,0.6742,SPY
12/30/2015,175.4086532,63317679,26721458185,15.7703,2.1329,80.8902,174.6255,0.0319,0.2615,-0.2296,13372835966,1.0473,52.0695,171.4862,78.8852,83.2038,49.8076,46028813.56,-20.5665,64.1314,-0.8138,SPY
12/31/2015,173.6539704,114877859,26606580326,15.2585,2.1058,20.5828,174.533,-0.0497,0.1439,-0.1936,13257958107,-1.4061,47.7425,171.8166,80.3215,77.2589,43.6092,-296195.2104,-43.3444,56.0282,-0.6238,SPY
1/4/2016,171.2263787,222353500,26827112170,16.2099,2.2767,-124.1518,174.2181,-0.3067,-0.0905,-0.2162,13035604607,-1.2801,42.4827,176.993,71.5434,54.1674,43.3795,50948814.72,-73.5869,52.6729,0.2172,SPY
1/5/2016,171.515984,110845800,26873248513,16.7506,2.2266,-96.3146,173.9607,-0.4815,-0.2122,-0.2693,13146450407,0.6699,43.2854,176.8362,56.384,37.7258,51.1,81960717.64,-69.8913,49.0936,-0.0216,SPY
1/6/2016,169.3524482,152112600,26872012440,17.8063,2.2963,-136.6596,173.5219,-0.7855,-0.413,-0.3725,12994337807,-1.4132,38.9158,176.6827,38.2416,22.8315,42.7377,86803134.77,-88.0275,46.7264,0.1951,SPY
1/7/2016,165.2894172,213436100,26709579949,19.53,2.4505,-185.8166,172.7378,-1.3389,-0.7731,-0.5658,12780901707,-4.6437,32.3177,176.3479,25.2214,15.1069,31.6291,29209864.15,-96.7605,37.6678,-0.3325,SPY
1/8/2016,163.475105,209817200,26533175836,21.4451,2.5353,-176.7294,171.8557,-1.9019,-1.0689,-0.833,12571084507,-6.844,29.8814,175.6609,14.5694,5.7698,31.2009,-53135042.71,-97.9026,31.6161,-0.7658,SPY
1/11/2016,163.6369472,187941300,26585003232,23.4792,2.5726,-159.2274,171.0729,-2.3084,-1.1803,-1.1281,12759025807,-6.5976,30.3855,174.6628,8.9678,6.0268,32.4556,-65500602.05,-87.2566,36.9846,-0.2507,SPY
1/12/2016,164.9572208,172330500,26667378428,24.8917,2.5963,-109.9269,170.4905,-2.4953,-1.0938,-1.4015,12931356307,-5.6284,34.5215,173.3652,7.9555,12.0699,34.8707,-38394350.04,-78.6311,41.4804,-0.0469,SPY
1/13/2016,160.8430842,221168900,26476927245,26.6245,2.8051,-116.8805,169.5717,-2.9415,-1.232,-1.7095,12710187407,-8.9537,28.7828,172.1973,10.0801,12.1436,27.3894,-84413137,-97.6816,34.2106,-0.8673,SPY
1/14/2016,163.4836186,240795600,26603344580,28.3366,2.9455,-96.0385,168.9919,-3.0469,-1.0699,-1.977,12950983007,-6.7984,36.1224,170.7888,13.06,14.9665,31.4336,-55341385.61,-78.7879,38.2409,0.425,SPY
1/15/2016,159.9742573,314240200,26733308189,30.2201,3.1251,-116.8931,168.133,-3.3747,-1.1182,-2.2565,12636742807,-7.8776,31.4791,169.2569,12.7937,11.2711,25.9782,2934696.238,-89.7171,37.9661,0.321,SPY
1/19/2016,160.1872042,195244400,26723820519,31.3777,3.1397,-94.7516,167.3763,-3.5761,-1.0556,-2.5204,12831987207,-6.4471,32.0499,167.4596,13.5126,14.3001,32.2675,23489316.98,-88.5945,41.0333,-0.4859,SPY
1/20/2016,158.1343923,286547800,26846752432,33.1456,3.3438,-123.3,166.4961,-3.8568,-1.0691,-2.7877,12545439407,-7.802,29.4988,165.9498,12.8978,13.1223,26.5021,68877332.34,-82.3215,46.5036,0.0957,SPY
1/21/2016,159.0202584,195772900,26840736227,34.2402,3.3623,-92.4853,165.7841,-3.9622,-0.9396,-3.0226,12741212307,-6.101,32.0137,163.8332,14.9055,17.2942,32.0646,79269334.38,-77.2015,46.1623,0.1135,SPY
1/22/2016,162.2826072,168319600,26966081993,34.5362,3.3698,-37.3035,165.4506,-3.7394,-0.5734,-3.166,12909531907,-1.8191,40.4397,154.1906,19.6916,28.6584,37.3496,116197048.5,-54.5019,49.2935,0.3936,SPY
1/25/2016,159.8294542,130371700,26857597117,35.048,3.3183,-57.9428,164.9153,-3.7178,-0.4415,-3.2763,12779160207,-2.2301,36.7512,154.3566,26.4288,33.3339,38.7459,86222557.48,-68.295,51.3222,-0.8321,SPY
1/26/2016,162.0100292,141036800,26961548245,35.3738,3.2571,-24.7794,164.6386,-3.4847,-0.1667,-3.318,12920197007,-0.9942,41.8301,154.5192,34.5993,41.8058,39.252,99197210.16,-51.7857,51.2763,0.7092,SPY
1/27/2016,160.2468353,185681700,26864169087,35.2642,3.2983,-29.6608,164.2203,-3.4029,-0.0679,-3.335,12734515307,-2.8555,39.0963,154.6785,38.7377,41.0734,38.9026,64502816.78,-56.6991,50.505,-0.3222,SPY
1/28/2016,161.0815839,143798800,26904849151,35.1625,3.2476,-22.5049,163.9214,-3.2335,0.0812,-3.3147,12878314107,0.1483,41.0602,155.0181,43.856,48.6889,39.9677,57389420.36,-45.4484,52.6058,-0.2796,SPY
1/29/2016,165.0083255,210529300,27098535686,33.6705,3.3059,112.4604,164.0249,-2.7507,0.4512,-3.2019,13088843407,0.9326,49.3366,155.3441,50.9891,63.2051,47.6335,110889708.4,-8.237,57.7076,0.925,SPY
2/1/2016,164.9486944,136061600,27142233710,32.0477,3.2364,131.7295,164.1129,-2.3458,0.6849,-3.0307,12952781807,3.1095,49.2236,155.9322,63.6949,79.1906,53.5973,136599223.9,-8.7428,59.5318,0.4088,SPY
2/2/2016,161.9759636,182564900,27052830846,31.1341,3.2553,46.1427,163.9094,-2.239,0.6333,-2.8723,12770216907,1.1167,43.832,156.7169,75.1386,83.0202,47.0468,106252275.9,-33.9595,50.8461,-0.7407,SPY
2/3/2016,162.9470008,205054900,27215823490,30.8413,3.3075,29.7688,163.8177,-2.0524,0.656,-2.7084,12975271807,3.0434,45.9159,157.4388,79.9713,77.703,47.3381,136039613.3,-24.1888,59.9487,-0.0235,SPY
2/4/2016,163.2025397,139531800,27240329386,30.2101,3.241,80.3872,163.7591,-1.8624,0.6768,-2.5392,13114803607,2.63,46.4787,158.1029,78.005,73.2918,45.3002,143655435.4,-21.9764,57.4989,0.319,SPY
2/5/2016,160.0935067,180788300,27120208287,30.2269,3.2815,-20.5129,163.41,-1.9403,0.4791,-2.4194,12934015307,-1.3489,40.9022,158.714,73.1028,68.3137,47.6665,95491064.32,-48.8938,56.4683,-0.6801,SPY
2/8/2016,157.9384845,191526700,27230970868,31.0208,3.3604,-157.4594,162.8889,-2.1511,0.2146,-2.3657,12742488607,-1.1831,37.5401,165.7409,65.1549,53.8594,40.0179,102349091.4,-67.5517,55.3354,-0.1054,SPY
2/9/2016,157.9469982,184513100,27266491418,31.4503,3.348,-146.6632,162.4183,-2.2911,0.0597,-2.3508,12927001707,-2.5079,37.562,165.5402,52.4888,35.2935,49.2162,107152178.1,-77.6741,51.2807,0.5535,SPY
2/10/2016,157.8107215,148214100,27132086909,31.3295,3.3047,-105.2239,161.9795,-2.3856,-0.0278,-2.3578,12778787607,-1.5202,37.337,165.3435,38.1334,25.2473,48.1925,56610899.17,-79.0322,46.6119,-0.354,SPY
2/11/2016,155.7579104,219058900,27170658614,31.9263,3.323,-173.8816,161.3869,-2.5961,-0.1907,-2.4054,12559728707,-3.305,34.0301,165.1508,26.4485,18.8048,40.2623,43061291.19,-86.8791,47.8385,0.1728,SPY
2/12/2016,158.9691537,127632400,27296394169,31.6042,3.3162,-71.8741,161.1567,-2.4754,-0.0559,-2.4194,12687361107,-3.6599,42.5952,164.7148,23.0347,25.052,45.5913,73610374.45,-58.9325,49.7641,0.6208,SPY
2/16/2016,161.65228,120250700,27413335316,30.3502,3.2728,16.5215,161.2039,-2.1385,0.2247,-2.3632,12807611807,-1.9984,48.6001,164.2962,27.7975,39.5355,45.1046,116624421.4,-35.5819,52.8651,0.4633,SPY
2/17/2016,164.2928272,136009500,27497531707,28.2775,3.2544,91.6972,161.4981,-1.6396,0.579,-2.2185,12943621307,1.4304,53.7298,154.2502,42.9607,64.2946,51.9902,150408617.5,-12.6019,60.5219,0.7446,SPY
2/18/2016,163.6199072,102343000,27444048481,26.3528,3.1163,79.0272,161.7001,-1.2836,0.7479,-2.0315,12841278307,0.413,52.2974,154.4586,60.5387,77.786,52.8909,133538524.3,-18.4582,60.3893,-0.7161,SPY
2/19/2016,163.5432497,114793000,27534954794,24.8807,2.999,62.7593,161.8757,-0.9963,0.8282,-1.8245,12726485307,0.2088,52.1269,154.6628,75.1174,83.2716,45.4418,143421992.7,-19.1253,61.5455,0.4798,SPY
2/22/2016,165.9112188,103640300,27608218227,23.411,2.9642,127.9248,162.26,-0.5709,1.0029,-1.5738,12830125607,3.6339,56.8106,154.8629,82.707,87.0633,44.6159,157737959,-1.2265,69.8157,0.7845,SPY
2/23/2016,163.8158277,111455300,27511347226,21.8495,2.9107,83.3516,162.4082,-0.3982,0.9404,-1.3387,12718670307,3.7213,51.9657,155.3106,85.7419,86.8909,46.1242,118432085.1,-18.9754,68.6728,-0.785,SPY
2/24/2016,164.5653925,150812200,27638516470,21.0815,2.9589,57.4186,162.6136,-0.1986,0.912,-1.1107,12869482507,4.1903,53.4936,155.7404,87.6705,89.0573,47.3303,132048797.5,-12.6263,68.6495,0.6105,SPY
2/25/2016,166.5585724,110728300,27748429778,19.8232,2.9131,100.3676,162.9893,0.119,0.9837,-0.8647,12980210807,5.5433,57.3762,156.153,88.4637,89.443,46.611,160587250.7,-0.0692,69.0728,0.6654,SPY
2/26/2016,166.1752705,129833700,27646313692,18.4534,2.8133,99.5756,163.2928,0.3359,0.9605,-0.6246,12850377107,6.6882,56.401,156.7779,90.2896,92.3686,54.5986,125171749.6,-10.1988,64.7068,-0.8315,SPY
2/29/2016,164.8720369,125918100,27540368502,17.4927,2.7888,71.0386,163.4432,0.3981,0.8181,-0.4201,12724459007,3.7132,53.0967,157.638,90.5727,89.9064,56.2628,65594506.81,-20.0128,60.7871,-0.5345,SPY
3/1/2016,168.7476738,141799700,27674625232,16.4171,2.8725,113.7013,163.9484,0.7514,0.9372,-0.1858,12866258707,4.3893,60.5068,158.4293,90.6699,89.7347,55.4863,77976911.97,-0.5841,65.36,0.8245,SPY
3/2/2016,169.505764,102415000,27770250506,15.6392,2.7774,136.0301,164.4776,1.0802,1.0127,0.0674,12968673707,3.173,61.7788,159.4697,90.8881,93.0231,54.5458,106379854.7,-0.3339,66.5164,0.6961,SPY
3/3/2016,170.1701576,95172200,27863169662,15.1118,2.6819,140.9668,165.0198,1.3784,1.0488,0.3296,13063845907,4.0033,62.9064,160.6802,94.1366,99.6519,63.9566,137893530.4,-0.1263,73.782,0.5858,SPY
3/4/2016,170.7238145,129293600,27889918922,15.0226,2.6315,151.3466,165.563,1.6406,1.0487,0.5918,13193139507,4.3906,63.8631,162.0111,96.7621,97.6114,64.1985,146760841.5,-6.7056,69.7425,0.181,SPY
3/7/2016,170.8601031,100219000,27937274145,14.9398,2.5542,124.7967,166.0675,1.8381,0.997,0.8411,13293358507,2.9829,64.1085,163.5306,97.6267,95.6168,63.9035,152114054,-6.3176,66.5184,0.6868,SPY
3/8/2016,168.9946862,123974900,27840847483,14.4936,2.5166,73.8796,166.3463,1.8231,0.7856,1.0375,13169383607,3.1614,58.2751,164.8069,93.571,87.4849,56.0665,109794243.5,-24.5221,63.6077,-0.538,SPY
3/9/2016,169.8294476,94801200,27878490809,14.0793,2.4214,70.8949,166.678,1.8572,0.6558,1.2014,13264184807,3.1988,60.0279,165.879,89.1211,84.2615,62.0945,94477720.77,-16.3757,70.2726,0.0147,SPY
3/10/2016,169.9657234,156838700,27905267028,14.0916,2.473,65.4035,166.9911,1.8736,0.5377,1.3359,13421023507,2.0456,60.3209,166.7795,84.3662,81.3521,69.8226,88142693.03,-15.0458,63.0777,-0.1138,SPY
3/11/2016,172.7084817,137964500,28039037819,14.6042,2.4965,110.9842,167.5356,2.0839,0.5984,1.4855,13558988007,3.9315,65.7616,167.536,85.0054,89.4026,70.5079,120101552.1,-0.3707,65.3724,0.4559,SPY
3/14/2016,172.4870212,73612000,28050050907,15.1449,2.3954,119.7578,168.0072,2.2073,0.5774,1.6298,13485376007,4.6187,64.9868,168.1259,88.1013,93.5492,76.4149,125761472.4,-3.9358,64.5131,0.2677,SPY
3/15/2016,172.2059295,93169100,28097894251,15.3209,2.3144,103.5886,168.4071,2.2563,0.5012,1.7551,13392206907,2.0494,63.9567,169.0901,92.892,95.7242,78.8307,131866915.2,-8.521,64.4914,0.5473,SPY
3/16/2016,173.2025195,129303200,28172513002,15.8802,2.2872,124.274,168.8638,2.3485,0.4747,1.8738,13521510107,2.1809,66.0136,169.8615,94.5319,94.3224,79.1352,146119025,-4.5759,64.6287,0.7665,SPY
3/17/2016,174.3013334,134278500,28241290564,16.8021,2.2735,143.2279,169.3816,2.4817,0.4863,1.9954,13655788607,2.4277,68.1703,170.6115,94.6668,93.9537,79.2646,160549655.6,-5.0419,71.9484,0.565,SPY
3/18/2016,174.9824263,138372400,28266707136,17.824,2.1842,154.9605,169.9151,2.6121,0.4933,2.1187,13794161007,2.4944,69.4638,171.4516,94.6309,95.6166,86.8922,159944763.3,-3.5324,73.5245,0.2143,SPY
3/21/2016,175.2307073,72926700,28305089068,18.8188,2.0979,135.059,170.4213,2.7042,0.4684,2.2358,13867087707,2.558,69.9433,172.2263,95.2258,96.1071,86.3601,157369307.1,-3.1043,75.1971,0.5263,SPY
3/22/2016,175.1365295,97471900,28323878545,19.8293,2.0496,115.7195,170.8704,2.7381,0.4018,2.3363,13769615807,3.6343,69.4975,172.8734,95.6634,95.2666,80.0558,147987880.8,-7.5634,70.1593,0.4819,SPY
3/23/2016,173.9807182,81052500,28267388752,20.4282,1.998,73.2464,171.1666,2.6413,0.244,2.3973,13688563307,2.4444,64.0978,173.4408,93.4056,88.8431,74.6583,112722555.9,-22.8029,65.2514,-0.6818,SPY
3/24/2016,173.9036534,84360900,28346995853,20.2488,1.9451,39.1838,171.4273,2.5292,0.1055,2.4237,13604202407,2.3169,63.7422,175.7102,88.6827,81.9382,68.3472,113377858.9,-23.819,66.9387,0.7887,SPY
3/28/2016,174.0064014,62408200,28342111816,20.3491,1.8765,51.4928,171.6729,2.4207,-0.0024,2.4231,13666610607,0.7515,64.0288,175.6504,82.5842,76.9713,67.5744,101784847.6,-22.4643,63.5299,-0.3217,SPY
3/29/2016,175.6159777,92922900,28426557231,20.9383,1.9168,77.1692,172.0484,2.4365,0.0107,2.4257,13759533507,1.814,68.2605,172.7222,80.9979,84.0841,75.3346,114658079.8,-1.4643,69.1316,0.8281,SPY
3/30/2016,176.3865313,86365300,28398219742,21.9963,1.8869,140.7509,172.4616,2.4826,0.0455,2.4371,13845898807,2.4277,70.0754,172.7823,83.4601,89.325,75.2515,100484466.4,-8.0963,67.5194,-0.2187,SPY
3/31/2016,175.9584503,94584100,28336915521,22.8136,1.8182,118.1993,172.7946,2.4563,0.0153,2.441,13751314707,1.5912,67.7573,172.9555,88.2819,91.4364,67.2792,66045330.17,-16.1301,63.9822,-0.3611,SPY
4/1/2016,177.1570721,114423500,28435406578,22.7446,1.8815,114.3383,173.2101,2.5033,0.0499,2.4534,13865738207,1.6384,70.6818,173.1219,90.5519,90.8942,66.792,77290535.17,-3.0911,68.3589,0.8133,SPY
4/4/2016,176.5834452,63497000,28410653355,22.6805,1.8193,118.3078,173.5314,2.4658,0.0099,2.4559,13802241207,0.915,67.5253,173.3753,90.5851,89.4247,66.5839,66988408.57,-12.5049,70.1368,-0.4915,SPY
4/5/2016,174.8197529,99662200,28336222387,21.4906,1.8343,25.9153,173.6541,2.2677,-0.1506,2.4183,13702579007,-0.2345,58.8266,173.6135,86.7552,79.9469,66.1757,33001466.05,-44.5634,60.6902,-0.2025,SPY
4/6/2016,176.7289911,91839800,28422939154,20.492,1.8568,67.0189,173.9469,2.2389,-0.1435,2.3824,13794418807,0.9093,64.2026,173.8374,81.9698,76.5377,65.2679,43689282.3,-13.3185,65.4869,0.8884,SPY
4/7/2016,174.6142697,113859000,28388366611,19.0895,1.9278,-36.4265,174.0105,2.0221,-0.2882,2.3103,13680559807,0.3642,55.5507,177.3454,72.4998,61.0146,55.961,33089463.29,-59.0742,55.627,-0.4818,SPY
4/8/2016,175.0851614,95040600,28353806537,17.9376,1.9112,0.211,174.1128,1.8668,-0.3548,2.2216,13775600407,0.6794,56.9422,177.2761,65.7084,59.5728,54.4451,14748653.42,-48.8889,53.7828,-0.4242,SPY
4/11/2016,174.674207,83757500,28278579882,16.9864,1.9068,-6.3281,174.1663,1.6911,-0.4244,2.1155,13691842907,0.3838,55.3148,177.2081,55.1135,44.753,48.2014,-18030945.81,-57.7777,49.6201,-0.5694,SPY
4/12/2016,176.30091,115350600,28364074886,15.9742,1.9265,35.0164,174.3696,1.6639,-0.3613,2.0252,13807193507,0.39,60.1676,177.1415,53.7465,56.9136,56.5485,-2598648.907,-22.5926,48.8162,0.6667,SPY
4/13/2016,178.081729,96336400,28445118998,16.0103,1.9222,165.7117,174.7231,1.7657,-0.2076,1.9733,13903529907,0.9611,64.6887,173.878,58.1174,72.6857,63.3348,29737567.12,-1.5724,54.638,0.7936,SPY
